Water&Sewer Charges Other Charges
2945.22 0
196.35 0
258.35 0
217.02 0
103.34 0
72.34 0
82.67 0
62 0
0 39.34
3968.29 0
1932.48 0
4309.32 0
2769.54 0
5301.39 0
2180.5 0
6613.82 0
3689.27 0
38.07 0
5642.42 0
237.68 0
39.34 0
248.02 0
36.8 0
227.35 0
382.36 0
382.36 0
485.7 0
2552.52 0
620.05 0
0 36.8
0 35.53
0 39.34
20575.19 0
17940 0
16627.57 0
17950.33 0
1715.46 0
1457.11 0
1529.45 0
1643.12 0
3337.91 0
3472.26 0
7192.53 0
6024.78 0
3172.57 0
3275.91 0
5900.77 0
2841.88 0
3658.27 0
6624.16 0
3906.29 0
4371.32 0
3255.24 0
3058.89 0
47888.61 0
3265.58 0
3265.58 0
8928.66 0
6376.14 0
6221.13 0
7192.53 0
2955.55 0
2180.5 0
2211.5 0
2490.52 0
206.68 0
196.35 0
186.01 0
196.35 0
227.35 0
237.68 0
217.02 0
227.35 0
372.03 0
237.68 0
206.68 0
196.35 0
516.71 0
361.69 0
320.36 0
299.69 0
1942.81 0
744.06 0
268.69 0
227.35 0
992.07 0
919.73 0
134.34 0
124.01 0
227.35 0
206.68 0
206.68 0
155.01 0
258.35 0
268.69 0
310.02 0
361.69 0
268.69 0
227.35 0
227.35 0
289.35 0
1219.42 0
1467.44 0
1291.76 0
1560.45 0
124.01 0
82.67 0
124.01 0
175.68 0
382.36 0
341.03 0
341.03 0
330.69 0
134.34 0
134.34 0
124.01 0
144.68 0
640.71 0
537.37 0
506.37 0
578.71 0
475.37 0
578.71 0
609.71 0
857.73 0
206.68 0
155.01 0
165.35 0
196.35 0
361.69 0
341.03 0
289.35 0
434.03 0
423.7 0
310.02 0
268.69 0
310.02 0
0 39.34
36.8 0
0 39.34
39.34 0
0 43.15
36.8 0
0 35.53
0 39.34
93.01 0
82.67 0
72.34 0
82.67 0
0 43.15
0 36.8
35.53 0
0 39.34
0 43.15
0 36.8
0 35.53
0 39.34
0 39.34
41.34 0
0 39.34
0 39.34
38.07 0
39.34 0
36.8 0
0 43.15
36.8 0
35.53 0
39.34 0
38.07 0
39.34 0
36.8 0
72.34 0
51.67 0
51.67 0
0 39.34
361.69 0
279.02 0
268.69 0
330.69 0
38.07 0
39.34 0
36.8 0
82.67 0
62 0
62 0
62 0
0 43.15
36.8 0
0 35.53
0 39.34
0 43.15
36.8 0
0 35.53
0 39.34
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
41.34 0
0 35.53
0 39.34
113.68 0
51.67 0
72.34 0
72.34 0
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
36.8 0
0 35.53
0 39.34
733.72 0
661.38 0
578.71 0
599.38 0
341.03 0
341.03 0
248.02 0
1715.46 0
62 0
51.67 0
51.67 0
0 39.34
0 43.15
62 0
51.67 0
0 39.34
165.35 0
155.01 0
144.68 0
165.35 0
217.02 0
134.34 0
155.01 0
144.68 0
0 43.15
41.34 0
51.67 0
72.34 0
248.02 0
217.02 0
217.02 0
227.35 0
0 39.34
36.8 0
0 39.34
0 39.34
38.07 0
39.34 0
36.8 0
144.68 0
144.68 0
155.01 0
124.01 0
72.34 0
41.34 0
62 0
72.34 0
72.34 0
72.34 0
72.34 0
103.34 0
0 43.15
0 36.8
0 35.53
0 39.34
113.68 0
72.34 0
93.01 0
62 0
82.67 0
72.34 0
72.34 0
0 39.34
0 43.15
51.67 0
41.34 0
62 0
72.34 0
62 0
51.67 0
72.34 0
0 39.34
36.8 0
0 39.34
0 39.34
0 39.34
36.8 0
0 39.34
0 39.34
0 43.15
41.34 0
41.34 0
0 39.34
124.01 0
82.67 0
41.34 0
82.67 0
0 43.15
0 36.8
0 35.53
39.34 0
124.01 0
124.01 0
124.01 0
124.01 0
165.35 0
124.01 0
113.68 0
155.01 0
0 43.15
36.8 0
0 35.53
0 39.34
62 0
72.34 0
51.67 0
72.34 0
0 43.15
36.8 0
35.53 0
0 39.34
72.34 0
41.34 0
41.34 0
62 0
0 43.15
36.8 0
35.53 0
0 39.34
62 0
62 0
62 0
0 39.34
227.35 0
186.01 0
165.35 0
165.35 0
38.07 0
0 25.38
0 35.53
0 39.34
93.01 0
72.34 0
72.34 0
103.34 0
0 43.15
36.8 0
35.53 0
39.34 0
0 39.34
36.8 0
0 39.34
0 39.34
0 43.15
0 36.8
35.53 0
0 39.34
0 43.15
454.7 0
51.67 0
341.03 0
72.34 0
82.67 0
93.01 0
124.01 0
93.01 0
82.67 0
62 0
72.34 0
930.07 0
1198.76 0
1095.41 0
1002.41 0
103.34 0
82.67 0
93.01 0
155.01 0
175.68 0
124.01 0
124.01 0
175.68 0
134.34 0
113.68 0
206.68 0
113.68 0
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
0 36.8
41.34 0
82.67 0
38.07 0
39.34 0
36.8 0
268.69 0
248.02 0
175.68 0
165.35 0
134.34 0
155.01 0
186.01 0
93.01 0
0 43.15
0 36.8
0 35.53
0 39.34
248.02 0
217.02 0
206.68 0
206.68 0
320.36 0
268.69 0
268.69 0
341.03 0
0 43.15
36.8 0
0 35.53
0 39.34
0 43.15
36.8 0
0 35.53
0 39.34
0 43.15
36.8 0
35.53 0
0 39.34
0 43.15
36.8 0
0 35.53
5828.43 0
0 39.34
361.69 0
103.34 0
82.67 0
39.34 0
1240.09 0
899.07 0
837.06 0
888.73 0
134.34 0
103.34 0
113.68 0
124.01 0
764.72 0
682.05 0
630.38 0
589.04 0
289.35 0
175.68 0
196.35 0
268.69 0
38.07 0
39.34 0
36.8 0
39.34 0
51.67 0
0 39.34
0 39.34
0 43.15
41.34 0
41.34 0
72.34 0
39.34 0
36.8 0
31.73 0
39.34 0
186.01 0
175.68 0
165.35 0
175.68 0
0 43.15
0 36.8
35.53 0
0 39.34
82.67 0
93.01 0
41.34 0
144.68 0
0 43.15
41.34 0
41.34 0
39.34 0
155.01 0
93.01 0
103.34 0
113.68 0
134.34 0
382.36 0
227.35 0
258.35 0
0 43.15
41.34 0
82.67 0
0 39.34
0 43.15
41.34 0
0 35.53
0 39.34
258.35 0
248.02 0
206.68 0
320.36 0
72.34 0
51.67 0
62 0
0 39.34
0 43.15
36.8 0
0 35.53
0 39.34
113.68 0
82.67 0
82.67 0
82.67 0
134.34 0
82.67 0
113.68 0
124.01 0
0 43.15
0 36.8
0 35.53
0 39.34
258.35 0
237.68 0
268.69 0
279.02 0
0 39.34
41.34 0
39.34 0
0 39.34
0 43.15
41.34 0
0 35.53
0 39.34
103.34 0
93.01 0
82.67 0
113.68 0
0 43.15
36.8 0
0 35.53
0 39.34
144.68 0
175.68 0
113.68 0
93.01 0
0 43.15
36.8 0
0 35.53
0 39.34
0 43.15
36.8 0
35.53 0
0 39.34
0 43.15
62 0
62 0
72.34 0
62 0
62 0
62 0
72.34 0
82.67 0
51.67 0
51.67 0
62 0
0 43.15
36.8 0
0 35.53
0 39.34
310.02 0
268.69 0
258.35 0
299.69 0
62 0
41.34 0
72.34 0
82.67 0
0 39.34
36.8 0
0 39.34
39.34 0
196.35 0
175.68 0
175.68 0
196.35 0
186.01 0
41.34 0
51.67 0
0 39.34
0 43.15
36.8 0
41.34 0
0 39.34
62 0
103.34 0
103.34 0
93.01 0
0 39.34
36.8 0
0 39.34
39.34 0
82.67 0
51.67 0
51.67 0
82.67 0
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
0 36.8
35.53 0
0 39.34
217.02 0
134.34 0
165.35 0
165.35 0
82.67 0
82.67 0
51.67 0
93.01 0
0 43.15
0 36.8
0 35.53
0 39.34
0 39.34
36.8 0
0 39.34
39.34 0
0 43.15
0 36.8
0 35.53
0 39.34
165.35 0
103.34 0
93.01 0
196.35 0
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
0 36.8
35.53 0
0 39.34
72.34 0
62 0
51.67 0
82.67 0
258.35 0
237.68 0
258.35 0
258.35 0
93.01 0
62 0
72.34 0
82.67 0
0 43.15
36.8 0
0 35.53
0 39.34
144.68 0
124.01 0
124.01 0
165.35 0
93.01 0
72.34 0
72.34 0
82.67 0
0 43.15
0 36.8
0 35.53
0 39.34
0 43.15
41.34 0
0 35.53
39.34 0
0 43.15
0 36.8
35.53 0
0 39.34
103.34 0
72.34 0
72.34 0
93.01 0
744.06 0
0 43.15
36.8 0
0 35.53
0 39.34
93.01 0
93.01 0
93.01 0
93.01 0
0 43.15
36.8 0
41.34 0
0 39.34
0 43.15
0 36.8
0 35.53
0 39.34
134.34 0
124.01 0
124.01 0
124.01 0
15583.82 0
18704.72 0
13816.69 0
13175.98 0
0 43.15
36.8 0
0 35.53
0 39.34
3368.92 0
2728.2 0
2655.86 0
5456.4 0
3926.96 0
2635.2 0
1617.75 1017.45
3007.22 0
6892.84 0
8701.31 0
8432.63 0
9011.34 0
1405.44 0
1560.45 0
1333.1 0
1291.76 0
6861.84 0
5787.1 0
6076.45 0
6954.85 0
4174.98 0
3906.29 0
4174.98 0
4174.98 0
3441.26 0
2996.89 0
2655.86 0
2945.22 0
3234.57 0
2686.87 0
2645.53 0
3203.57 0
6055.78 0
5497.74 0
4753.69 0
5838.77 0
4205.98 0
3296.58 0
3627.27 0
4019.96 0
38.07 0
39.34 0
36.8 0
12783.28 0
11160.83 0
10230.76 0
9269.69 0
5043.04 0
6221.13 0
4764.02 0
3957.96 0
4536.67 0
4195.64 0
5229.05 0
5156.72 0
8401.62 0
7058.19 0
8949.33 0
8504.96 0
8525.63 0
7440.55 0
9145.68 0
10396.1 0
315 3255.24
307 3172.57
338 3492.93
457 4722.68
936 9672.72
729 7533.56
741 7657.57
1005 10385.77
1188.42 0
1198.76 0
1415.77 0
1384.77 0
6148.79 0
4257.65 0
13682.35 0
12493.93 0
14033.71 0
15552.82 0
155.01 0
124.01 0
72.34 0
39.34 0
0 116.76
111.68 0
11 113.68
11 113.68
12 124.01
3 0
114.22 0
38.07 0
39.34 0
36.8 0
38.07 0
39.34 0
36.8 0
38.07 0
39.34 0
36.8 0
165.35 0
165.35 0
144.68 0
72.34 0
14540.08 0
12783.28 0
11491.52 0
11419.18 0
3730.61 0
3854.62 0
3606.6 0
0 43.15
0 36.8
0 35.53
0 39.34
5187.72 0
4205.98 0
4071.64 0
5477.07 0
2531.85 0
2366.51 0
2531.85 0
2531.85 0
1333.1 0
1250.43 0
1333.1 0
1333.1 0
1901.47 0
1767.13 0
1870.47 0
1984.15 0
0 55.84
0 36.8
0 35.53
0 41.88
341.03 0
351.36 0
330.69 0
723.39 0
537.37 0
547.71 0
640.71 0
14560.75 0
13661.68 0
14591.75 0
14591.75 0
0 43.15
45366.7 0
42452.48 0
36.8 0
45397.7 0
0 35.53
0 39.34
45408.04 0
537.37 0
423.7 0
454.7 0
589.04 0
2759.2 0
2242.5 0
2304.5 0
2821.21 0
2190.83 0
2046.15 0
2190.83 0
2201.16 0
3317.25 0
2118.49 0
1756.8 0
2025.48 0
2666.2 0
2056.49 0
2170.16 0
2304.5 0
4340.32 0
3854.62 0
3771.95 0
4774.35 0
2387.18 0
2242.5 0
2397.51 0
2397.51 0
1085.08 0
1105.75 0
1167.75 0
1529.45 0
2469.85 0
2201.16 0
2655.86 0
2087.49 0
1818.8 0
2490.52 0
1663.79 0
1736.13 0
2831.54 0
1715.46 0
1994.48 0
2345.84 0
1374.44 0
1291.76 0
1374.44 0
1374.44 0
2190.83 0
3658.27 0
3875.29 0
4371.32 0
692.38 0
692.38 0
547.71 0
713.05 0
5280.73 0
3906.29 0
3699.61 0
4133.64 0
3058.89 0
2469.85 0
2407.85 0
2686.87 0
1374.44 0
1333.1 0
1436.44 0
1767.13 0
599.38 0
568.38 0
630.38 0
206.68 0
372.03 0
268.69 0
506.37 0
516.71 0
2108.16 0
1684.46 0
1798.13 0
2056.49 0
1209.09 0
981.74 0
961.07 0
1167.75 0
2232.17 0
1994.48 0
1963.48 0
2366.51 0
1198.76 0
826.73 0
423.7 0
186.01 0
640.71 0
692.38 0
496.04 0
609.71 0
134.34 0
392.7 0
713.05 0
661.38 0
516.71 0
413.36 0
392.7 0
454.7 0
1116.08 0
1085.08 0
1043.74 0
1271.09 0
8804.65 0
7450.89 0
8070.93 0
8773.65 0
465.03 0
475.37 0
351.36 0
299.69 0
62 0
62 0
93.01 0
0 39.34
3906.29 0
3451.59 0
2666.2 0
3079.56 0
1736.13 0
0 0
1426.11 0
0 0
1436.44 0
0 0
1570.78 0
0 0
5601.08 0
5787.1 0
5415.07 0
7988.26 0
7120.19 0
6386.47 0
3048.56 0
4267.98 0
3368.92 0
3151.9 0
3895.96 0
3926.96 0
3637.6 0
3379.25 0
3854.62 0
3461.92 0
3120.9 0
3182.9 0
3441.26 0
0 43.15
0 36.8
0 35.53
0 39.34
6541.49 0
5694.09 0
4650.35 0
3751.28 0
2707.53 0
2800.54 0
2614.53 0
0 0
1674.12 0
0 0
1477.78 0
0 0
1663.79 0
0 0
1694.79 0
3895.96 0
3472.26 0
3492.93 0
3999.3 0
4867.36 0
3244.91 0
3193.24 0
3854.62 0
0 0
2201.16 0
0 0
1973.81 0
0 0
2170.16 0
0 0
2211.5 0
3162.23 0
2015.15 0
1942.81 0
2314.84 0
6024.78 0
6024.78 0
4578.01 0
4774.35 0
1870.47 0
1364.1 0
1591.45 0
1818.8 0
38587.53 0
31167.65 0
22931.37 0
26775.65 0
320.36 0
320.36 0
299.69 0
320.36 0
4288.65 0
4019.96 0
4288.65 0
4288.65 0
6355.47 0
5942.11 0
6355.47 0
6355.47 0
8970 0
7554.23 0
7461.22 0
7977.93 0
3348.25 0
2562.86 0
2655.86 0
2955.55 0
2542.19 0
2531.85 0
2438.85 0
2779.87 0
2562.86 0
2139.16 0
2232.17 0
2500.85 0
7326.88 0
1395.1 0
4474.67 0
7347.55 0
3451.59 0
6076.45 0
3441.26 0
5859.43 0
3534.26 0
6086.78 0
64 0
53 0
56 0
39 0
9662.38 0
8587.64 0
8184.61 0
9083.67 0
1064.41 0
3988.96 0
3740.94 0
795.73 0
3988.96 0
506.37 0
888.73 0
3988.96 0
2800.54 0
2035.82 0
2686.87 0
3544.6 0
2387.18 0
2914.22 0
1839.47 0
2924.55 0
1911.81 0
2118.49 0
2263.17 0
2810.88 0
4454 0
2821.21 0
2645.53 0
2955.55 0
0 43.15
9404.03 0
9.17 0
8783.99 0
36.8 0
8.58 0
0 35.53
9383.36 0
9.17 0
0 39.34
9414.37 0
9.17 0
4846.69 0
7988.26 0
4536.67 0
7182.2 0
4846.69 0
6934.18 0
7750.58 0
4846.69 0
103.34 0
103.34 0
103.34 0
103.34 0
196.35 0
175.68 0
196.35 0
196.35 0
2748.87 0
2624.86 0
2418.18 0
2697.2 0
2128.82 0
1715.46 0
1808.47 0
1973.81 0
7864.25 0
6231.46 0
6624.16 0
6903.18 0
1017 10509.78
881 9104.34
859 8876.99
1000 10334.1
19324.77 0
14932.77 0
15893.85 0
18229.35 0
0 43.15
36.8 0
0 35.53
0 39.34
113.68 0
41.34 0
41.34 0
0 39.34
0 43.15
36.8 0
0 35.53
0 39.34
6066.12 0
6913.51 0
8070.93 0
292.93 0
474.75 0
1000 0
206.68 0
72.34 0
3720.28 0
3492.93 0
5518.41 0
5497.74 0
38.07 0
237.68 0
248.02 0
1074.75 0
16679.24 0
1395.1 0
5993.78 0
2604.19 0
2676.53 0
3234.57 0
6892.84 0
2707.53 0
165.35 0
206.68 0
320.36 0
310.02 0
1901.47 0
155.01 0
103.34 0
196.35 0
206.68 0
341.03 0
806.06 0
113.68 0
361.69 0
93.01 0
599.38 0
341.03 0
196.35 0
341.03 0
299.69 0
0 39.34
36.8 0
82.67 0
0 36.8
0 36.8
39.34 0
38.07 0
0 36.8
38.07 0
62 0
403.03 0
38.07 0
72.34 0
0 36.8
36.8 0
0 36.8
82.67 0
93.01 0
0 36.8
0 36.8
692.38 0
289.35 0
41.34 0
51.67 0
155.01 0
62 0
51.67 0
206.68 0
0 39.34
38.07 0
113.68 0
41.34 0
62 0
0 36.8
144.68 0
72.34 0
51.67 0
41.34 0
0 39.34
39.34 0
0 36.8
51.67 0
0 36.8
124.01 0
124.01 0
36.8 0
72.34 0
0 36.8
62 0
0 36.8
62 0
165.35 0
239.86 0
103.34 0
36.8 0
39.34 0
0 36.8
51.67 0
93.01 0
82.67 0
713.05 0
93.01 0
196.35 0
124.01 0
0 36.8
0 36.8
38.07 0
227.35 0
82.67 0
0 36.8
175.68 0
258.35 0
0 36.8
0 36.8
0 36.8
0 36.8
310.02 0
1043.74 0
113.68 0
630.38 0
372.03 0
38.07 0
39.34 0
41.34 0
0 39.34
155.01 0
0 36.8
217.02 0
41.34 0
134.34 0
279.02 0
41.34 0
36.8 0
175.68 0
72.34 0
36.8 0
103.34 0
93.01 0
0 36.8
206.68 0
0 39.34
41.34 0
103.34 0
0 36.8
134.34 0
0 36.8
0 36.8
36.8 0
72.34 0
62 0
0 36.8
268.69 0
51.67 0
39.34 0
206.68 0
299.69 0
0 36.8
62 0
39.34 0
62 0
0 36.8
0 36.8
144.68 0
72.34 0
0 36.8
39.34 0
0 36.8
82.67 0
0 36.8
0 36.8
51.67 0
258.35 0
72.34 0
0 36.8
165.35 0
72.34 0
0 36.8
0 36.8
0 36.8
72.34 0
661.38 0
41.34 0
93.01 0
41.34 0
0 36.8
134.34 0
13527.34 0
36.8 0
2852.21 0
5642.42 0
4040.63 0
5043.04 0
1198.76 0
6593.16 0
4174.98 0
3213.91 0
2614.53 0
5404.73 0
3647.94 0
38.07 0
11997.89 0
5952.44 0
3647.94 0
6107.45 0
7347.55 0
326 3368.92
791 8174.27
816.39 0
5218.72 0
11408.85 0
351.36 0
9 93.01
115.49 0
38.07 0
38.07 0
38.07 0
2128.82 0
9269.69 0
175.68 0
12214.91 0
3730.61 0
0 36.8
4753.69 0
2531.85 0
1333.1 0
1684.46 0
341.03 0
547.71 0
14622.75 0
45366.7 0
36.8 0
434.03 0
3585.93 0
2201.16 0
2676.53 0
2438.85 0
4009.63 0
2397.51 0
961.07 0
2159.83 0
1756.8 0
2128.82 0
1374.44 0
1849.8 0
671.72 0
4329.99 0
2511.19 0
888.73 0
1498.44 0
351.36 0
1870.47 0
1074.75 0
1539.78 0
733.72 0
558.04 0
82.67 0
434.03 0
423.7 0
6789.5 0
465.03 0
62 0
3244.91 0
1291.76 0
0 0
5601.08 0
5198.05 0
4660.68 0
3089.9 0
2810.88 0
0 36.8
5590.75 0
2707.53 0
0 0
1663.79 0
3441.26 0
5652.75 0
1860.14 0
0 0
2087.49 0
4857.03 0
1601.79 0
28739.13 0
268.69 0
4288.65 0
6355.47 0
8721.98 0
2531.85 0
2356.17 0
2201.16 0
13227.65 0
3968.29 0
227.35 0
5497.74 0
51 0
7967.59 0
568.38 0
3988.96 0
2335.51 0
2831.54 0
1508.78 0
3368.92 0
9466.04 0
0 36.8
9.17 0
4846.69 0
7047.86 0
103.34 0
196.35 0
2190.83 0
1860.14 0
6830.84 0
845 8732.31
15170.46 0
36.8 0
41.34 0
36.8 0
279.02 0
93.01 0
434.03 0
3885.62 0
4247.32 0
4753.69 0
6190.13 0
39.34 0
248.02 0
310.02 0
1508.78 0
20079.16 0
1436.44 0
6572.49 0
3079.56 0
3441.26 0
3131.23 0
7523.22 0
2779.87 0
186.01 0
258.35 0
279.02 0
289.35 0
248.02 0
134.34 0
217.02 0
186.01 0
248.02 0
971.41 0
72.34 0
330.69 0
72.34 0
733.72 0
289.35 0
186.01 0
392.7 0
289.35 0
38.07 0
41.88 0
103.34 0
0 41.88
0 41.88
38.07 0
0 39.34
41.88 0
0 39.34
82.67 0
506.37 0
0 41.88
0 39.34
82.67 0
41.88 0
0 41.88
0 41.88
124.01 0
134.34 0
0 41.88
0 41.88
733.72 0
299.69 0
62 0
0 41.88
175.68 0
62 0
41.88 0
227.35 0
38.07 0
39.34 0
134.34 0
72.34 0
72.34 0
0 41.88
206.68 0
72.34 0
41.88 0
62 0
38.07 0
38.07 0
41.88 0
72.34 0
41.88 0
51.67 0
10.33 0
124.01 0
144.68 0
41.88 0
72.34 0
0 41.88
41.88 0
41.88 0
41.88 0
186.01 0
82.67 0
41.88 0
38.07 0
0 41.88
434.03 0
103.34 0
103.34 0
537.37 0
82.67 0
258.35 0
144.68 0
0 41.88
0 41.88
39.34 0
258.35 0
134.34 0
0 41.88
186.01 0
299.69 0
41.88 0
0 41.88
41.88 0
0 41.88
434.03 0
1157.42 0
124.01 0
909.4 0
310.02 0
0 39.34
51.67 0
41.88 0
38.07 0
155.01 0
0 41.88
134.34 0
93.01 0
144.68 0
413.36 0
41.88 0
0 41.88
248.02 0
72.34 0
41.88 0
113.68 0
103.34 0
0 41.88
237.68 0
38.07 0
41.88 0
103.34 0
0 41.88
165.35 0
41.88 0
0 41.88
41.88 0
82.67 0
62 0
0 41.88
320.36 0
62 0
38.07 0
227.35 0
206.68 0
41.88 0
62 0
38.07 0
62 0
0 41.88
0 41.88
165.35 0
82.67 0
0 41.88
38.07 0
0 41.88
82.67 0
41.88 0
0 41.88
62 0
248.02 0
320.36 0
0 41.88
175.68 0
72.34 0
0 41.88
0 41.88
0 41.88
82.67 0
62 0
93.01 0
41.88 0
41.88 0
155.01 0
15542.49 0
0 41.88
3286.24 0
5828.43 0
4774.35 0
5394.4 0
1229.76 0
5921.44 0
4040.63 0
4019.96 0
3689.27 0
5260.06 0
4164.64 0
0 39.34
12266.58 0
6851.51 0
4195.64 0
6551.82 0
8070.93 0
358 3699.61
902 9321.36
1198.76 0
4712.35 0
9528.04 0
196.35 0
13 134.34
39.34 0
39.34 0
0 39.34
196.35 0
11935.89 0
3854.62 0
41.88 0
5260.06 0
2449.18 0
1291.76 0
2273.5 0
0 41.88
24.11 0
351.36 0
578.71 0
14147.38 0
0 41.88
43899.26 0
620.05 0
3585.93 0
2128.82 0
3079.56 0
3120.9 0
4454 0
2325.17 0
1054.08 0
2552.52 0
1994.48 0
2159.83 0
1333.1 0
2190.83 0
537.37 0
5394.4 0
2893.55 0
1798.13 0
888.73 0
516.71 0
2738.54 0
1209.09 0
1767.13 0
692.38 0
609.71 0
475.37 0
7884.92 0
723.39 0
62 0
3802.95 0
1384.77 0
0 0
5787.1 0
2325.17 0
3792.61 0
3379.25 0
3389.58 0
0 41.88
5787.1 0
2800.54 0
0 0
1901.47 0
3751.28 0
6551.82 0
0 0
2221.83 0
2263.17 0
5549.41 0
1663.79 0
25659.57 0
289.35 0
4154.31 0
6148.79 0
9021.67 0
2604.19 0
2366.51 0
2449.18 0
5105.05 0
7089.19 0
0 0
9207.68 0
733.72 0
3864.95 0
2490.52 0
3606.6 0
1674.12 0
2624.86 0
0 41.88
9238.69 0
8.88 0
4691.68 0
8287.95 0
103.34 0
186.01 0
2345.84 0
2149.49 0
7285.54 0
955 9869.07
13930.37 0
41.88 0
103.34 0
41.88 0
392.7 0
258.35 0
4154.31 0
4071.64 0
4557.34 0
5683.76 0
0 38.07
237.68 0
372.03 0
1147.09 0
20327.17 0
1085.08 0
5673.42 0
3027.89 0
3317.25 0
3430.92 0
6686.16 0
2821.21 0
144.68 0
248.02 0
227.35 0
227.35 0
217.02 0
134.34 0
196.35 0
403.03 0
237.68 0
816.39 0
51.67 0
279.02 0
72.34 0
671.72 0
279.02 0
175.68 0
351.36 0
320.36 0
41.88 0
38.07 0
72.34 0
0 38.07
0 38.07
41.88 0
38.07 0
38.07 0
0 38.07
38.07 0
279.02 0
38.07 0
0 38.07
51.67 0
38.07 0
0 38.07
0 38.07
134.34 0
113.68 0
0 38.07
0 38.07
547.71 0
237.68 0
51.67 0
51.67 0
165.35 0
51.67 0
38.07 0
237.68 0
41.88 0
0 38.07
196.35 0
62 0
72.34 0
0 38.07
165.35 0
38.07 0
38.07 0
62 0
41.88 0
41.88 0
38.07 0
93.01 0
38.07 0
51.67 0
134.34 0
113.68 0
38.07 0
62 0
0 38.07
51.67 0
38.07 0
93.01 0
165.35 0
72.34 0
38.07 0
41.88 0
0 38.07
434.03 0
93.01 0
103.34 0
620.05 0
51.67 0
196.35 0
134.34 0
0 38.07
0 38.07
0 38.07
165.35 0
93.01 0
0 38.07
165.35 0
330.69 0
38.07 0
0 38.07
38.07 0
0 38.07
227.35 0
1012.74 0
103.34 0
403.03 0
351.36 0
0 38.07
62 0
38.07 0
41.88 0
113.68 0
0 38.07
93.01 0
82.67 0
134.34 0
134.34 0
51.67 0
38.07 0
196.35 0
62 0
38.07 0
82.67 0
103.34 0
0 38.07
227.35 0
41.88 0
